istanza,Q,n,K,obiettivo,variante,stato,obj,bound,gap,tempo,nodi_bb,veicoli,costo,regret,regret_grezzo,regret_max,regret_max_grezzo,rifiuti,ar,regret_medio_servito,time_limit,mip_gap,nota
Trieste_Q3.20.5,3,20,4,fr,II,ottimo,48.41599999999944,48.41599999999944,0.0,0.023999929428100586,1.0,4,126.8545,48.41600000000001,48.4159999999997,14.171199999999999,14.171199999999999,0,100.0,2.4208000000000007,600.0,0.0,
Trieste_Q3.20.5,3,20,4,fcr,II,ottimo,163.8411999999994,163.8411999999994,0.0,0.03600001335144043,1.0,4,114.2404,49.60080000000001,49.60079999999965,14.171199999999999,14.171199999999999,0,100.0,2.4800400000000002,600.0,0.0,
Trieste_Q3.20.5,3,20,4,frcr,II,ottimo,152.9717999999994,152.9717999999994,0.0,0.03299999237060547,1.0,4,102.6766,30.295200000000005,30.295199999999664,13.845200000000006,13.845200000000006,1,95.0,1.594484210526316,600.0,0.0,
Trieste_Q3.20.5,3,20,4,frmax,II,ottimo,14.092399999999918,14.092399999999918,0.0,0.01699995994567871,1.0,4,126.0144,63.9756,93.79419999999982,14.092399999999998,14.092399999999998,0,100.0,3.19878,600.0,0.0,
Trieste_Q3.20.5,3,20,4,fcrmax,II,ottimo,163.6935999999997,163.69359999999966,0.0,0.03299999237060547,1.0,4,107.324,73.69800000000001,162.36872037856543,14.092399999999998,14.092399999999998,0,100.0,3.6849000000000003,600.0,0.0,
Trieste_Q6.20.1,6,20,6,fc,II,ottimo,164.4551,164.4551,0.0,0.007999897003173828,1.0,6,164.4551,72.39639999999997,154.1559999999999,12.4572,15.0,0,100.0,3.6198199999999985,600.0,0.0,
Trieste_Q6.20.1,6,20,6,fr,II,ottimo,45.24040000000007,45.24040000000007,0.0,0.01399993896484375,1.0,6,177.7755,45.24039999999997,45.24040000000007,12.4572,12.457200000000014,0,100.0,2.262019999999999,600.0,0.0,
Trieste_Q6.20.1,6,20,6,fcr,II,ottimo,213.22700000000012,213.2270000000001,0.0,0.01399993896484375,1.0,6,167.9866,45.24039999999997,45.240400000000086,12.4572,12.457200000000014,0,100.0,2.262019999999999,600.0,0.0,
Trieste_Q6.20.1,6,20,6,frcr,II,ottimo,175.18670000000003,175.18669999999975,0.0,0.007999897003173828,1.0,6,132.4531,2.7336000000000027,2.733600000000017,1.9196000000000026,1.9196000000000168,2,90.0,0.15186666666666682,600.0,0.0,
Trieste_Q6.20.1,6,20,6,frmax,II,ottimo,12.4572,12.4572,0.0,0.004999876022338867,1.0,6,183.007,69.47799999999995,77.9567999999997,12.4572,12.4572,0,100.0,3.4738999999999978,600.0,0.0,
Trieste_Q6.20.1,6,20,6,fcrmax,II,ottimo,214.28390000000002,214.28390000000002,0.0,0.006999969482421875,1.0,6,164.45510000000002,65.16199999999998,81.5275999999997,12.4572,12.4572,0,100.0,3.258099999999999,600.0,0.0,
Trieste_Q6.20.2,6,20,6,fc,II,ottimo,164.71220000000002,164.71219999999997,0.0,0.007999897003173828,1.0,6,164.7122,67.0464,111.99479999999996,14.267200000000003,15.0,0,100.0,3.35232,600.0,0.0,
Trieste_Q6.20.2,6,20,6,fr,II,ottimo,45.658800000000014,45.65879999999902,0.0,0.007999897003173828,1.0,6,179.784,45.658800000000014,45.658800000000014,14.267200000000003,14.267200000000003,0,100.0,2.282940000000001,600.0,0.0,
Trieste_Q6.20.2,6,20,6,fcr,II,ottimo,216.60959999999997,216.6095999999991,0.0,0.01699995994567871,1.0,6,168.6076,48.00199999999998,48.00199999999998,14.267200000000003,14.267200000000003,0,100.0,2.4000999999999992,600.0,0.0,
Trieste_Q6.20.2,6,20,6,frcr,II,ottimo,198.60880000000003,198.60879999999986,0.0,0.026999950408935547,1.0,6,118.6088,0.0,0.0,0.0,0.0,4,80.0,0.0,600.0,0.0,
Trieste_Q6.20.2,6,20,6,frmax,II,ottimo,14.267200000000003,14.267200000000003,0.0,0.009999990463256836,0.0,6,182.761,47.67399999999998,78.76079999999997,14.267200000000003,14.267200000000003,0,100.0,2.383699999999999,600.0,0.0,
Trieste_Q6.20.2,6,20,6,fcrmax,II,ottimo,221.78100000000003,221.78099999999998,0.0,0.009000062942504883,1.0,6,164.7122,67.0464,86.92679999999997,14.267200000000003,14.267200000000003,0,100.0,3.35232,600.0,0.0,
Trieste_Q6.20.3,6,20,5,fc,II,ottimo,156.0369,156.0369,0.0,0.009000062942504883,1.0,5,156.0369,70.952,135.29959999999983,18.923599999999993,18.923599999999993,0,100.0,3.5476,600.0,0.0,
Trieste_Q6.20.3,6,20,5,fr,II,ottimo,43.51639999999993,43.51639999999993,0.0,0.01699995994567871,1.0,5,167.6876,43.516399999999976,43.51639999999992,18.923599999999993,18.923599999999993,0,100.0,2.175819999999999,600.0,0.0,
Trieste_Q6.20.3,6,20,5,fcr,II,ottimo,204.71609999999953,204.71609999999953,0.0,0.017000198364257812,1.0,5,161.1997,43.516399999999976,43.51639999999966,18.923599999999993,18.923599999999993,0,100.0,2.175819999999999,600.0,0.0,
Trieste_Q6.20.3,6,20,5,frcr,II,ottimo,153.59750000000003,153.59749999999985,0.0,0.01100015640258789,1.0,5,113.5975,0.0,0.0,0.0,0.0,2,90.0,0.0,600.0,0.0,
Trieste_Q6.20.3,6,20,5,frmax,II,ottimo,18.923600000000025,18.923600000000025,0.0,0.009999990463256836,1.0,5,165.11599999999999,56.049199999999956,56.04919999999953,18.923599999999993,18.923599999999993,0,100.0,2.8024599999999977,600.0,0.0,
Trieste_Q6.20.3,6,20,5,fcrmax,II,ottimo,231.7313000000001,231.7313000000001,0.0,0.015000104904174805,1.0,5,156.0369,70.952,70.95199999999976,18.923599999999993,18.923599999999993,0,100.0,3.5476,600.0,0.0,
Trieste_Q6.20.4,6,20,6,fc,II,ottimo,147.802,147.802,0.0,0.009000062942504883,1.0,6,147.802,65.30119999999998,166.37060000000014,13.086000000000013,17.926000000000045,0,100.0,3.265059999999999,600.0,0.0,
Trieste_Q6.20.4,6,20,6,fr,II,ottimo,46.27199999999996,46.27199999999948,0.0,0.006999969482421875,1.0,6,172.9735,46.27199999999996,46.27199999999999,13.086000000000013,13.086000000000013,0,100.0,2.3135999999999983,600.0,0.0,
Trieste_Q6.20.4,6,20,6,fcr,II,ottimo,196.373,196.373,0.0,0.029999971389770508,1.0,6,149.2902,47.08279999999996,47.08279999999999,13.086000000000013,13.086000000000013,0,100.0,2.3541399999999983,600.0,0.0,
Trieste_Q6.20.4,6,20,6,frcr,II,ottimo,171.29379999999998,171.29379999999992,0.0,0.015000104904174805,1.0,6,124.1162,7.177600000000012,7.17759999999997,6.366800000000012,6.366799999999955,2,90.0,0.39875555555555625,600.0,0.0,
Trieste_Q6.20.4,6,20,6,frmax,II,ottimo,13.086000000000013,13.086000000000013,0.0,0.004000186920166016,0.0,6,162.2429,90.56719999999999,94.74480000000008,13.086000000000013,13.086000000000013,0,100.0,4.528359999999999,600.0,0.0,
