istanza,Q,n,K,obiettivo,variante,stato,obj,bound,gap,tempo,nodi_bb,veicoli,costo,regret,regret_grezzo,regret_max,regret_max_grezzo,rifiuti,ar,regret_medio_servito,time_limit,mip_gap,nota
Trieste_Q6.20.4,6,20,6,fcrmax,II,ottimo,200.14600000000004,200.14600000000004,0.0,0.009999990463256836,1.0,6,147.802,65.30119999999998,77.51560000000018,13.086000000000013,13.086000000000013,0,100.0,3.265059999999999,600.0,0.0,
Trieste_Q6.20.5,6,20,5,fc,II,ottimo,134.5285,134.5285,0.0,0.007999897003173828,1.0,5,134.5285,74.25799999999995,117.99119999999974,14.616799999999998,15.0,0,100.0,3.7128999999999976,600.0,0.0,
Trieste_Q6.20.5,6,20,5,fr,II,ottimo,2.268799999999999,2.268799999999999,0.0,0.007999897003173828,1.0,5,156.2761,2.268799999999999,2.268799999999999,2.268799999999999,2.268799999999999,0,100.0,0.11343999999999994,600.0,0.0,
Trieste_Q6.20.5,6,20,5,fcr,II,ottimo,147.24899999999994,147.2489999999991,0.0,0.010999917984008789,1.0,5,143.48059999999998,3.7683999999999855,3.768399999999957,2.268799999999999,2.268799999999999,0,100.0,0.18841999999999928,600.0,0.0,
Trieste_Q6.20.5,6,20,5,frcr,II,ottimo,147.249,147.249,0.0,0.015000104904174805,1.0,5,143.4806,3.7683999999999855,3.7683999999999784,2.268799999999999,2.2687999999999846,0,100.0,0.18841999999999928,600.0,0.0,
Trieste_Q6.20.5,6,20,5,frmax,II,ottimo,2.2688000000000272,2.2688000000000272,0.0,0.01100015640258789,1.0,5,150.4087,2.268799999999999,2.2688000000000272,2.268799999999999,2.2688000000000272,0,100.0,0.11343999999999994,600.0,0.0,
Trieste_Q6.20.5,6,20,5,fcrmax,II,ottimo,152.45030000000008,152.45030000000008,0.0,0.01100015640258789,1.0,5,143.3751,5.451599999999978,10.758400000000123,2.268799999999999,2.2688000000000272,0,100.0,0.2725799999999989,600.0,0.0,
Trieste_Q3.30.1,3,30,5,fc,II,ottimo,161.2594,161.2594,0.0,0.039999961853027344,1.0,5,161.2594,169.66000000000008,210.18639999999726,17.72399999999999,17.72399999999979,0,100.0,5.655333333333336,600.0,0.0,
Trieste_Q3.30.1,3,30,5,fr,II,ottimo,57.17399999999984,57.173999999999296,0.0,0.15400004386901855,1.0,5,187.725,57.17399999999995,57.173999999999864,14.280799999999992,14.280799999999964,0,100.0,1.9057999999999984,600.0,0.0,
Trieste_Q3.30.1,3,30,5,fcr,II,ottimo,234.4239999999998,234.4239999999998,0.0,0.0989999771118164,1.0,5,177.25,57.17399999999995,57.17399999999984,14.280799999999992,14.280799999999964,0,100.0,1.9057999999999984,600.0,0.0,
Trieste_Q3.30.1,3,30,5,frcr,II,ottimo,203.41039999999668,203.41039999999668,0.0,0.0410001277923584,1.0,5,160.7672,22.643199999999965,22.64319999999688,11.755599999999994,11.75559999999993,1,96.66666666666667,0.7807999999999988,600.0,0.0,
Trieste_Q3.30.1,3,30,5,frmax,II,ottimo,14.280799999999843,14.280799999999843,0.0,0.07200002670288086,1.0,5,188.10060000000001,80.61680000000001,110.7643999999991,14.280799999999992,14.280799999999907,0,100.0,2.687226666666667,600.0,0.0,
Trieste_Q3.30.1,3,30,5,fcrmax,II,ottimo,250.05359999999905,250.05359999999905,0.0,0.06800007820129395,1.0,5,164.3688,123.62920000000004,176.77399999999986,14.280799999999992,14.280799999999907,0,100.0,4.1209733333333345,600.0,0.0,
Trieste_Q3.30.2,3,30,6,fc,II,ottimo,194.6252,194.6252,0.0,0.06200003623962402,1.0,6,194.6252,166.0456,266.8987999999995,16.718000000000018,20.20320000000001,0,100.0,5.534853333333333,600.0,0.0,
Trieste_Q3.30.2,3,30,6,fr,II,ottimo,46.302799999999245,46.302799999999245,0.0,0.03800010681152344,1.0,6,223.7318,46.30279999999998,46.30279999999942,10.962400000000002,10.962400000000002,0,100.0,1.543426666666666,600.0,0.0,
Trieste_Q3.30.2,3,30,6,fcr,II,ottimo,262.15569999999866,262.15569999999866,0.0,0.051000118255615234,1.0,6,213.4737,48.68199999999998,48.68199999999898,10.962400000000002,10.962400000000002,0,100.0,1.6227333333333327,600.0,0.0,
Trieste_Q3.30.2,3,30,6,frcr,II,ottimo,239.2122,239.2122,0.0,0.03400015830993652,1.0,6,158.6554,0.5567999999999955,0.5567999999999813,0.5567999999999955,0.5567999999999813,4,86.66666666666667,0.021415384615384444,600.0,0.0,
Trieste_Q3.30.2,3,30,6,frmax,II,ottimo,10.962399999999938,10.962399999999938,0.0,0.042999982833862305,1.0,6,219.4018,56.20759999999998,140.411700640079,10.962400000000002,10.962400000000088,0,100.0,1.8735866666666658,600.0,0.0,
Trieste_Q3.30.2,3,30,6,fcrmax,II,ottimo,276.8458999999996,276.8458999999996,0.0,0.0690000057220459,1.0,6,211.0715,79.76159999999999,86.08459999999921,10.962400000000002,10.962399999999931,0,100.0,2.6587199999999998,600.0,0.0,
Trieste_Q3.30.4,3,30,6,fc,II,ottimo,185.3989,185.3989,0.0,0.040000200271606445,1.0,6,185.3989,164.67760000000007,187.45559999999776,18.189999999999998,18.189999999999998,0,100.0,5.489253333333336,600.0,0.0,
Trieste_Q3.30.4,3,30,6,fr,II,ottimo,46.31239999999991,46.31239999999934,0.0,0.06999993324279785,1.0,6,217.93009999999998,46.31239999999997,46.312399999999926,12.980000000000018,12.979999999999961,0,100.0,1.5437466666666657,600.0,0.0,
Trieste_Q3.30.4,3,30,6,fcr,II,ottimo,254.24709999999993,254.24709999999993,0.0,0.0840001106262207,1.0,6,206.5067,47.74040000000002,47.74039999999995,12.980000000000018,12.979999999999961,0,100.0,1.5913466666666674,600.0,0.0,
Trieste_Q3.30.4,3,30,6,frcr,II,ottimo,232.52929999999998,232.5292999999997,0.0,0.029000043869018555,1.0,6,167.2337,5.295600000000011,5.295599999999975,4.226400000000002,4.226399999999995,3,90.0,0.19613333333333374,600.0,0.0,
Trieste_Q3.30.4,3,30,6,frmax,II,ottimo,9.909600000000047,9.909600000000047,0.0,0.04199981689453125,1.0,6,218.3543,81.53320000000001,90.18959999999946,9.909600000000012,9.90960000000004,0,100.0,2.7177733333333336,600.0,0.0,
Trieste_Q3.30.4,3,30,6,fcrmax,II,ottimo,258.69719999999984,258.69719999999984,0.0,0.11899995803833008,127.0,6,199.2396,78.828,142.6139999999997,9.909600000000012,9.90960000000004,0,100.0,2.6276,600.0,0.0,
Trieste_Q3.30.5,3,30,5,fc,II,ottimo,190.7948,190.79479999999998,0.0,0.12400007247924805,1.0,5,190.7948,212.53200000000004,283.044,18.506399999999985,18.506399999999957,0,100.0,7.084400000000001,600.0,0.0,
Trieste_Q3.30.5,3,30,5,fr,II,ottimo,137.9847999999994,137.9847999999994,0.0,0.25099992752075195,1.0,5,212.05,137.98480000000006,137.98479999999944,15.02000000000001,15.019999999999982,0,100.0,4.599493333333336,600.0,0.0,
Trieste_Q3.30.5,3,30,5,fcr,II,ottimo,338.8875999999998,338.88759999999957,0.0,0.257000207901001,1.0,5,200.55360000000002,138.33400000000006,138.3339999999999,15.02000000000001,15.02000000000001,0,100.0,4.611133333333336,600.0,0.0,
Trieste_Q3.30.5,3,30,5,frcr,II,ottimo,263.9480999999985,263.9480999999985,0.0,0.12000012397766113,1.0,5,138.1681,25.78000000000001,25.77999999999873,10.687600000000003,10.687599999999762,5,83.33333333333333,1.0312000000000003,600.0,0.0,
Trieste_Q3.30.5,3,30,5,frmax,II,ottimo,14.902799998409574,14.902799998409574,0.0,0.11100006103515625,1.0,5,213.17770000000002,201.1364,261.8503999793242,14.902799999999992,14.902799998409577,0,100.0,6.704546666666667,600.0,0.0,
Trieste_Q3.30.5,3,30,5,fcrmax,II,ottimo,282.18859999999984,282.18859999999984,0.0,0.12899994850158691,1.0,5,192.0686,185.49840000000003,215.575599999997,15.02000000000001,15.02000000000001,0,100.0,6.183280000000001,600.0,0.0,
Trieste_Q6.30.1,6,30,7,fc,II,ottimo,220.02679999999998,220.02679999999998,0.0,0.034999847412109375,1.0,7,220.0268,144.5456,192.37199999999953,25.553200000000004,25.553200000000004,0,100.0,4.818186666666667,600.0,0.0,
Trieste_Q6.30.1,6,30,7,fr,II,ottimo,76.85760000000002,76.85759999999982,0.0,0.06200003623962402,1.0,7,247.6667,76.85759999999999,76.85760000000005,25.553200000000004,25.553200000000004,0,100.0,2.5619199999999998,600.0,0.0,
Trieste_Q6.30.1,6,30,7,fcr,II,ottimo,306.5582999999998,306.5582999999997,0.0,0.08099985122680664,1.0,7,223.6599,82.8984,82.89840000000002,25.553200000000004,25.553200000000004,0,100.0,2.76328,600.0,0.0,
Trieste_Q6.30.1,6,30,7,frcr,II,ottimo,270.2384999999997,270.2384999999997,0.0,0.03399991989135742,1.0,7,183.4957,6.742799999999988,6.742799999999704,5.074399999999997,5.074399999999827,4,86.66666666666667,0.2593384615384611,600.0,0.0,
Trieste_Q6.30.1,6,30,7,frmax,II,ottimo,13.859999999999822,13.859999999999822,0.0,0.0280001163482666,1.0,7,253.356,94.66319999999997,158.86159999999848,13.86,13.8599999999999,0,100.0,3.155439999999999,600.0,0.0,
Trieste_Q6.30.1,6,30,7,fcrmax,II,ottimo,307.02729999999866,307.02729999999866,0.0,0.08500003814697266,1.0,7,223.8673,136.5528,136.55279999999942,13.86,13.8599999999999,0,100.0,4.55176,600.0,0.0,
Trieste_Q6.30.2,6,30,7,fc,II,ottimo,220.70329999999996,220.70329999999996,0.0,0.015000104904174805,1.0,7,220.70329999999998,162.19919999999996,252.65319999999983,22.712000000000003,22.712000000000003,0,100.0,5.406639999999999,600.0,0.0,
Trieste_Q6.30.2,6,30,7,fr,II,ottimo,133.61439999999956,133.61439999999956,0.0,0.042999982833862305,1.0,7,235.447,133.6144,133.61439999999965,14.348799999999997,14.348799999999997,0,100.0,4.453813333333333,600.0,0.0,
Trieste_Q6.30.2,6,30,7,fcr,II,ottimo,358.7026999999996,358.7026999999987,0.0,0.039999961853027344,1.0,7,225.0883,133.6144,133.61439999999962,14.348799999999997,14.348799999999997,0,100.0,4.453813333333333,600.0,0.0,
Trieste_Q6.30.2,6,30,7,frcr,II,ottimo,276.4414999999999,276.4414999999999,0.0,0.017999887466430664,1.0,7,171.2563,25.185199999999995,25.18519999999988,11.064399999999978,11.06439999999995,4,86.66666666666667,0.9686615384615382,600.0,0.0,
Trieste_Q6.30.2,6,30,7,frmax,II,ottimo,14.348799999999997,14.348799999999997,0.0,0.011999845504760742,1.0,7,240.3413,170.00919999999996,188.79499999999956,14.348799999999997,14.348799999999997,0,100.0,5.666973333333332,600.0,0.0,
Trieste_Q6.30.2,6,30,7,fcrmax,II,ottimo,310.26329999999996,310.26329999999996,0.0,0.018000125885009766,1.0,7,224.1705,142.5724,182.0329999999993,14.348799999999997,14.348799999999997,0,100.0,4.752413333333333,600.0,0.0,
Trieste_Q6.30.3,6,30,7,fc,II,ottimo,219.7068,219.7068,0.0,0.03299999237060547,1.0,7,219.70680000000002,150.59480000000008,163.52279999999945,20.15360000000001,20.15360000000001,0,100.0,5.0198266666666695,600.0,0.0,
Trieste_Q6.30.3,6,30,7,fr,II,ottimo,75.69959999999935,75.69959999999935,0.0,0.10500001907348633,1.0,7,237.6781,75.69960000000009,75.69959999999944,12.958800000000025,12.958799999999997,0,100.0,2.523320000000003,600.0,0.0,
Trieste_Q6.30.3,6,30,7,fcr,II,ottimo,308.7871999999999,308.78719999999885,0.0,0.08999991416931152,1.0,7,233.0876,75.69960000000009,75.69959999999992,12.958800000000025,12.958800000000025,0,100.0,2.523320000000003,600.0,0.0,
Trieste_Q6.30.3,6,30,7,frcr,II,ottimo,271.9835999999996,271.9835999999996,0.0,0.053999900817871094,1.0,7,195.4004,16.583199999999948,16.58319999999965,8.460000000000008,8.459999999999837,3,90.0,0.6141925925925906,600.0,0.0,
Trieste_Q6.30.3,6,30,7,frmax,II,ottimo,11.762399999999882,11.762399999999882,0.0,0.04400014877319336,1.0,7,245.69740000000002,133.0596000000001,145.21579999999904,11.7624,11.7624,0,100.0,4.4353200000000035,600.0,0.0,
Trieste_Q6.30.3,6,30,7,fcrmax,II,ottimo,295.2303999999996,295.2303999999996,0.0,0.056999921798706055,1.0,7,221.9368,122.86800000000011,136.27839999999836,12.215599999999995,12.215599999999995,0,100.0,4.095600000000004,600.0,0.0,
Trieste_Q6.30.5,6,30,6,fc,II,ottimo,202.4484,202.4484,0.0,0.03099989891052246,1.0,6,202.4484,136.94079999999988,206.21860000000027,25.713599999999985,29.49600000000001,0,100.0,4.564693333333329,600.0,0.0,
Trieste_Q6.30.5,6,30,6,fr,II,ottimo,70.82079999999986,70.82079999999986,0.0,0.08699989318847656,1.0,6,218.5443,70.82079999999996,70.82079999999993,20.193600000000004,20.193600000000004,0,100.0,2.360693333333332,600.0,0.0,
Trieste_Q6.30.5,6,30,6,fcr,II,ottimo,287.19369999999896,287.19369999999896,0.0,0.11599993705749512,1.0,6,215.58010000000002,71.61359999999999,71.61359999999897,20.193600000000004,20.193599999999435,0,100.0,2.38712,600.0,0.0,
Trieste_Q6.30.5,6,30,6,frcr,II,ottimo,248.8045999999997,248.8045999999997,0.0,0.0409998893737793,1.0,6,198.4534,10.351200000000006,10.351199999999821,6.772400000000005,6.772399999999962,2,93.33333333333333,0.3696857142857145,600.0,0.0,
Trieste_Q6.30.5,6,30,6,frmax,II,ottimo,14.836799999999982,14.836799999999982,0.0,0.059999942779541016,1.0,6,225.1409,101.04359999999996,106.27509999999998,14.836799999999982,14.836799999999982,0,100.0,3.3681199999999984,600.0,0.0,
Trieste_Q6.30.5,6,30,6,fcrmax,II,ottimo,301.5948999999995,301.5948999999995,0.0,0.09200000762939453,1.0,6,212.5741,139.1411999999998,139.14119999999534,14.836799999999982,14.836799999999641,0,100.0,4.638039999999993,600.0,0.0,
Trieste_Q3.40.1,3,40,6,fc,II,ottimo,290.4647,290.4647,0.0,0.125,1.0,6,290.4647,292.2035999999999,323.9939999999938,28.748000000000005,28.747999999999763,0,100.0,7.305089999999997,600.0,0.0,
